,US S&P 500,EU Stoxx 600,Japan Nikkei 225,MSCI EM USD,US HY,EU HY,BCOM Energy,BCOM Industrial Metals,BCOM Gold,Dollar Index,US 10Y Bond,Germany Bund 10Y
2021-07-02,7962.48,1021.89,47956.52,661.393,328.3941,212.7185,29.947,156.2818,196.9958,1077.812,1140.933,1721.405
2021-07-05,7962.48,1025.43,47648.14,661.1239999999999,328.5362,212.7832,29.947,156.2818,196.9958,1075.4560000000001,1140.933,1718.3929999999998
2021-07-06,7946.64,1020.12,47723.15,657.439,328.6957,212.8275,29.2767,154.8675,198.1999,1077.055,1147.172,1724.236
2021-07-07,7973.34,1028.11,47262.87,655.034,329.0356,212.87599999999998,28.8928,155.8663,199.0726,1079.1889999999999,1150.9360000000001,1738.6329999999998
2021-07-08,7906.17,1010.66,46848.14,643.1759999999999,328.551,212.8069,29.3345,153.8262,198.8627,1076.684,1154.892,1747.4129999999998
2021-07-09,7995.42,1024.24,46552.22,644.1990000000001,328.7313,212.7993,29.7684,156.9638,200.011,1074.922,1149.478,1740.86
2021-07-12,8023.01,1031.32,47599.55,648.4490000000001,328.8937,212.859,29.8179,156.0214,199.4923,1075.94,1149.298,1741.817
2021-07-13,7994.81,1031.6,47848.17,654.711,328.7374,212.8916,30.0718,156.7653,199.9402,1080.229,1144.4489999999998,1742.078
2021-07-14,8004.8,1030.7,47665.31,654.2,328.5974,212.924,29.541999999999998,155.6852,201.6053,1077.86,1149.8139999999999,1741.73
2021-07-15,7978.8,1020.94,47116.49,659.329,328.2265,212.9528,29.0761,156.9518,202.0461,1079.0230000000001,1153.766,1751.3970000000002
2021-07-16,7918.65,1017.69,46656.62,655.254,328.0941,212.9651,29.2267,157.157,200.5031,1080.346,1153.586,1753.674
2021-07-19,7793.09,994.4,46072.91,644.136,326.2969,212.8719,27.9888,153.3213,199.8527,1082.614,1164.04,1762.1789999999999
2021-07-20,7911.41,999.61,45632.09,641.163,327.1789,212.7647,28.4029,155.0223,200.0732,1084.7939999999999,1163.858,1773.809
2021-07-21,7976.62,1016.09,45898.4,641.742,327.9904,212.8007,29.44,154.4551,199.2135,1084.64,1157.3110000000001,1766.98
2021-07-22,7993.12,1021.87,45898.4,648.864,328.2328,212.915,29.973000000000003,156.4051,199.4119,1080.8319999999999,1158.938,1768.129
2021-07-23,8074.47,1033.09,45898.4,641.534,328.4457,213.0019,30.1845,158.4382,199.0481,1082.4189999999999,1157.67,1770.87
2021-07-26,8093.77,1032.29,46373.73,626.3969999999999,328.556,213.0791,30.3064,162.0506,198.7726,1081.697,1158.394,1772.11
2021-07-27,8055.65,1026.72,46601.87,612.95,328.1616,213.0997,29.9651,160.3044,198.8387,1078.539,1161.471,1778.755
2021-07-28,8054.19,1033.55,45954.48,620.724,328.1898,213.1297,30.1531,160.6218,198.9048,1079.535,1159.112,1780.5339999999999
2021-07-29,8088.73,1038.41,46291.55,634.052,328.4406,213.2488,30.7134,162.9034,202.3437,1072.248,1158.569,1779.1989999999998
2021-07-30,8045.45,1033.73,45460.39,625.485,328.4566,213.3299,30.4935,162.1914,200.2936,1072.038,1161.2839999999999,1780.889
2021-08-02,8030.63,1039.8,46289.22,633.052,328.5604,213.4147,29.826999999999998,162.0442,200.8447,1073.306,1167.635,1783.649
2021-08-03,8096.53,1041.89,46057.42,633.581,328.0669,213.5532,29.8736,159.8852,199.9519,1071.997,1167.635,1790.694
2021-08-04,8059.08,1048.24,45961.43,638.39,327.7739,213.7167,29.5939,158.6713,199.99599999999998,1071.874,1165.628,1794.8570000000002
2021-08-05,8107.88,1052.45,46201.43,636.553,327.8898,213.8572,29.8375,160.1052,199.3788,1075.7069999999999,1161.803,1797.325
2021-08-06,8122.12,1052.47,46354.89,632.8580000000001,327.8704,213.9024,29.6235,159.0774,194.3307,1079.056,1155.994,1787.35
2021-08-09,8114.93,1054.06,46354.89,633.719,327.5907,213.9513,28.958000000000002,156.648,190.2966,1081.989,1153.465,1787.082
2021-08-10,8122.98,1057.73,46468.38,636.7769999999999,327.3086,213.9447,29.5081,158.8535,190.8697,1085.7160000000001,1150.762,1787.529
2021-08-11,8143.26,1062.22,46773.82,635.533,327.04400000000004,213.9438,29.6735,160.2231,193.2505,1084.447,1151.122,1781.183
2021-08-12,8168.8,1064.2,46681.69,632.372,327.1985,213.9631,29.3917,159.9489,193.0852,1083.7839999999999,1149.683,1783.231
2021-08-13,8182.16,1066.46,46618.59,627.472,327.4551,213.9692,29.0455,161.0377,195.995,1082.245,1155.431,1784.658
2021-08-16,8203.76,1061.19,45862.15,623.357,327.4863,213.9965,28.8813,160.0846,197.2736,1079.994,1159.764,1788.8970000000002
2021-08-17,8146.19,1061.93,45697.65,615.6080000000001,327.2996,213.9879,28.4975,157.9514,197.0531,1082.991,1159.039,1790.82
2021-08-18,8059.71,1063.37,45966.66,618.502,327.5044,214.0032,28.2717,155.3573,196.6784,1085.242,1157.59,1791.089
2021-08-19,8070.22,1047.84,45458.87,604.2,327.0374,213.8984,27.6259,153.2018,196.5351,1088.356,1159.76,1793.328
2021-08-20,8136.19,1051.36,45012.43,598.513,327.3303,213.8768,27.2964,154.1169,196.6343,1092.229,1157.404,1794.494
2021-08-23,8206.07,1058.24,45813.91,606.783,328.0608,213.9252,28.4987,156.9806,199.0922,1086.245,1158.489,1787.854
2021-08-24,8218.37,1058.05,46210.26,622.725,328.5909,213.9689,29.0071,158.8289,199.3347,1083.736,1155.774,1790.089
2021-08-25,8236.69,1058.17,46198.1,625.371,328.8675,213.96200000000002,29.3347,159.286,197.4058,1085.069,1151.62,1782.213
2021-08-26,8188.92,1054.99,46227.24,620.915,328.9663,213.9553,29.601999999999997,158.3165,197.8688,1084.347,1151.215,1770.629
2021-08-27,8261.24,1059.48,46058.69,624.132,329.6658,213.9692,30.3556,160.1257,200.5471,1084.575,1154.723,1771.249
2021-08-30,8297.19,1060.25,46326.37,630.382,330.324,214.0157,30.3682,160.6894,199.7425,1084.575,1157.2939999999999,1775.854
2021-08-31,8286.66,1056.22,46826.9,641.8580000000001,330.5544,214.1061,30.3603,162.7171,200.3928,1077.835,1156.39,1771.681
2021-09-01,8289.63,1061.25,47429.51,643.731,330.6833,214.1803,30.8247,160.4168,200.1614,1078.579,1156.39,1762.601
2021-09-02,8314.1,1065.07,47583.7,643.49,331.0392,214.2735,31.3488,160.965,199.6654,1077.838,1157.2930000000001,1765.201
2021-09-03,8311.47,1059.09,48558.26,645.477,331.0584,214.3167,31.3533,162.5482,202.1123,1073.5919999999999,1155.6660000000002,1760.049
2021-09-06,8311.47,1066.4,49444.77,649.691,331.2014,214.3904,31.3533,162.5482,202.1123,1075.67,1155.6660000000002,1757.651
2021-09-07,8283.42,1061.18,49871.95,650.35,330.8439,214.39700000000002,30.7491,162.5186,198.2325,1077.244,1151.152,1748.7089999999998
2021-09-08,8272.69,1049.97,50313.84,644.547,330.8434,214.4118,31.7171,163.0121,197.6814,1080.152,1154.03,1749.234
2021-09-09,8235.09,1049.36,50025.41,638.002,331.11400000000003,214.4281,31.6735,165.3092,198.3978,1079.378,1156.915,1752.558
2021-09-10,8171.76,1046.61,50648.31,642.453,331.3597,214.47299999999998,31.8662,169.753,197.5271,1078.16,1152.938,1752.733
2021-09-13,8190.41,1049.63,50757.55,638.866,331.5668,214.5704,32.6909,166.887,197.7806,1082.09,1154.559,1751.55
2021-09-14,8144.75,1049.59,51128.85,636.295,331.4788,214.6511,32.7855,164.6101,199.1804,1077.144,1158.167,1749.229
2021-09-15,8213.93,1041.19,50864.8,632.715,331.7839,214.8188,33.766999999999996,167.65099999999998,197.8247,1079.173,1155.634,1750.191
2021-09-16,8201.37,1045.79,50550.78,627.069,331.602,214.9155,33.486999999999995,165.0591,193.6253,1083.245,1152.203,1742.2279999999998
2021-09-17,8126.66,1036.56,50845.37,628.33,331.4965,214.8829,32.8711,164.8018,193.0411,1082.975,1148.6019999999999,1737.872
2021-09-20,7988.73,1019.31,50845.37,617.99,330.2762,214.71400000000003,32.1554,161.4634,194.4078,1088.599,1154.1660000000002,1745.432
2021-09-21,7982.5,1029.74,49744.54,619.601,330.8653,214.6812,31.8403,160.5712,195.995,1086.065,1153.264,1748.9660000000001
2021-09-22,8058.49,1039.91,49410.61,620.304,331.3555,214.7245,32.3536,164.9131,196.0611,1086.988,1150.921,1748.223
2021-09-23,8156.51,1049.59,49410.61,625.592,331.3043,214.6512,33.1082,165.7471,192.8647,1086.018,1143.9080000000001,1739.6570000000002
2021-09-24,8168.5,1040.15,50426.53,621.95,330.9567,214.4839,33.6529,166.2328,193.0742,1088.694,1139.797,1724.609
2021-09-27,8145.94,1038.21,50411.94,623.07,330.7611,214.4131,35.2158,164.4297,193.1072,1088.924,1137.3039999999999,1721.332
2021-09-28,7980.36,1015.74,50318.42,619.9680000000001,329.8292,214.1104,35.4363,164.5945,191.50900000000001,1092.735,1133.572,1714.016
2021-09-29,7993.43,1021.76,49555.34,615.455,330.1991,214.0087,34.5608,162.8247,189.8998,1095.755,1133.572,1722.8429999999998
2021-09-30,7898.61,1021.47,49401.65,616.35,329.9855,213.8809,35.5272,159.2107,193.6583,1100.01,1135.1660000000002,1718.536
2021-10-01,7989.41,1017.23,48258.4,613.168,330.0232,213.6611,35.273,160.4254,193.8126,1097.028,1141.5510000000002,1725.8829999999998
2021-10-04,7885.99,1012.81,47711.29,608.163,329.6753,213.7077,36.1814,162.4585,194.8267,1093.968,1140.481,1720.058
2021-10-05,7969.62,1024.62,46666.7,608.229,329.6563,213.4488,37.8192,162.5629,194.0882,1095.815,1136.5610000000001,1721.606
2021-10-06,8002.34,1014.09,46174.82,603.612,328.7203,212.8664,35.9852,161.1877,194.1874,1100.58,1136.383,1713.514
2021-10-07,8070.04,1030.44,46425.31,616.506,329.2477,212.8488,36.2167,163.8644,193.9008,1099.225,1132.654,1714.885
2021-10-08,8054.68,1027.6,47047.14,618.41,328.8195,212.8659,36.2242,166.9579,193.7024,1097.643,1129.822,1707.34
2021-10-11,7999.39,1028.15,47800.69,622.668,328.9621,212.5289,36.1074,170.6381,193.515,1099.613,1126.468,1700.511
2021-10-12,7980.05,1027.42,47351.86,616.758,328.0641,212.028,36.4073,170.3351,193.9118,1101.951,1129.812,1697.8329999999999
2021-10-13,8004.28,1034.58,47200.35,620.0369999999999,328.1738,212.067,36.6138,174.1,197.8137,1101.98,1130.695,1700.2520000000002
2021-10-14,8141.49,1047.07,47889.14,623.21,329.1921,212.5162,37.0442,178.2639,198.1664,1095.2069999999999,1133.875,1708.4979999999998
2021-10-15,8202.23,1054.87,48757.49,631.581,329.3039,212.7682,36.8472,184.18,194.9038,1097.238,1127.851,1708.4129999999998
2021-10-18,8229.91,1049.76,48685.08,631.2869999999999,329.1107,212.7224,35.9588,183.0771,194.6173,1096.973,1125.56,1701.75
2021-10-19,8290.85,1053.23,49003.87,636.969,329.398,212.7032,36.3664,179.993,195.1463,1092.433,1123.274,1697.155
2021-10-20,8321.28,1056.57,49071.01,640.22,329.4442,212.7355,36.8122,181.47299999999998,196.7335,1093.751,1124.152,1696.646
2021-10-21,8346.64,1055.82,48153.56,636.2330000000001,329.2564,212.6515,36.2362,173.5501,196.4028,1092.5330000000001,1119.058,1693.168
2021-10-22,8337.78,1060.73,48315.04,636.308,328.9136,212.5994,36.6691,171.9171,197.99,1092.649,1120.807,1687.9189999999999
2021-10-25,8377.39,1061.49,47972.13,638.349,328.8879,212.4945,38.0652,173.3538,199.1473,1095.823,1123.259,1692.308
2021-10-26,8392.66,1069.41,48820.18,637.812,329.0152,212.6398,38.0853,171.2809,197.6704,1094.0610000000001,1123.786,1699.585
2021-10-27,8350.36,1065.61,48808.66,631.3380000000001,329.1397,212.842,37.9199,165.5981,198.2656,1094.7089999999998,1130.107,1708.5079999999998
2021-10-28,8432.73,1068.26,48345.37,627.985,329.1883,212.9052,36.9378,167.9483,198.6844,1093.354,1125.339,1702.3570000000002
2021-10-29,8449.82,1069.18,48468.13,622.429,328.9746,212.7746,36.2585,166.3919,196.6233,1093.1860000000001,1124.8110000000001,1687.376
2021-11-01,8465.1,1076.73,49734.63,622.346,328.8874,212.7473,36.0293,166.8928,197.9349,1097.719,1124.2839999999999,1688.3039999999999
2021-11-02,8496.26,1078.3,49524.47,622.071,329.0594,212.8245,36.7747,165.7318,197.2295,1096.228,1127.797,1702.8229999999999
2021-11-03,8551.15,1082.12,49524.47,621.345,329.0406,212.8779,36.2581,163.5491,194.4189,1098.042,1125.506,1707.761
2021-11-04,8587.69,1086.73,49983.95,624.339,329.7531,213.1299,35.9631,160.9364,197.6814,1100.089,1131.661,1716.983
2021-11-05,8620.36,1087.26,49680.06,622.201,331.0441,213.4321,36.1345,161.5092,200.2495,1103.12,1137.496,1731.4920000000002
2021-11-08,8628.08,1087.63,49505.53,624.5880000000001,331.3308,213.6658,36.0507,163.8516,201.4837,1098.92,1131.453,1734.349
2021-11-09,8598.32,1085.62,49135.08,626.633,331.2816,213.7299,35.5608,162.4282,201.7878,1096.108,1137.641,1737.731
2021-11-10,8528.93,1087.96,48835.37,627.3580000000001,330.2939,213.7276,34.7542,162.8206,203.7285,1099.678,1125.02,1736.9489999999998
2021-11-11,8533.63,1091.61,49122.83,630.825,330.3418,213.6886,35.3449,165.1981,205.4551,1108.9560000000001,1120.45,1726.527
2021-11-12,8595.83,1094.92,49680.65,632.841,329.8814,213.6435,34.3398,166.7901,205.9505,1110.221,1122.726,1729.894
2021-11-15,8595.99,1098.79,49965.5,633.505,329.3805,213.6525,34.7776,164.4664,205.7744,1109.1,1120.095,1735.43
2021-11-16,8629.54,1100.7,50018.05,635.347,329.0441,213.6413,35.2711,162.1545,204.3983,1114.943,1118.695,1730.05
2021-11-17,8608.28,1102.24,49817.04,633.582,328.9346,213.6353,33.9096,161.5087,206.1707,1120.479,1121.8410000000001,1732.905
2021-11-18,8637.96,1097.32,49666.57,627.183,328.9427,213.6989,34.2944,162.0489,205.2019,1117.651,1123.243,1736.241
2021-11-19,8626.01,1093.68,49913.59,624.9,328.7657,213.6976,33.848,165.7378,204.1341,1120.915,1126.578,1755.2089999999998
2021-11-22,8599.0,1092.51,49961.4,621.1709999999999,328.404,213.5905,33.5703,167.438,199.1581,1121.897,1116.72,1756.0870000000002
2021-11-23,8613.32,1078.54,49961.4,618.1419999999999,326.9781,213.3902,34.5409,166.8708,196.6482,1126.088,1114.277,1736.375
2021-11-24,8633.35,1079.52,49170.3,617.049,326.4178,213.1844,34.6949,169.0044,196.7142,1129.911,1114.886,1730.4279999999999
2021-11-25,8633.35,1084.3,49500.23,617.808,326.4656,213.0545,34.6949,169.0044,196.7142,1129.339,1114.886,1733.8020000000001
2021-11-26,8437.28,1044.53,48245.65,602.3,324.5007,212.12900000000002,32.5236,162.5371,196.8463,1123.07,1130.129,1753.6970000000001
2021-11-29,8549.04,1051.73,47460.84,600.286,325.8656,211.9776,31.7366,163.8193,196.5271,1123.628,1128.451,1749.707
2021-11-30,8387.72,1042.17,46685.33,597.064,325.5005,211.7577,30.0455,162.5032,195.5693,1115.937,1134.4460000000001,1762.392
2021-12-01,8289.11,1060.03,46876.39,604.1709999999999,326.3572,212.0063,29.3804,162.9019,196.428,1118.282,1135.687,1752.2579999999998
2021-12-02,8407.69,1048.0,46570.57,609.156,326.6655,212.2415,29.134,161.82399999999998,194.0501,1119.162,1131.961,1762.9470000000001
2021-12-03,8336.93,1042.01,47034.04,603.464,327.13599999999997,212.4428,29.3051,162.0984,196.3839,1121.445,1141.6889999999999,1763.7839999999999
2021-12-06,8434.9,1055.39,46862.55,598.232,328.2678,212.6192,29.1268,162.1324,195.8996,1122.472,1132.5910000000001,1767.995
2021-12-07,8609.64,1081.21,47748.93,608.893,330.1442,212.9941,29.9707,163.9711,196.472,1126.4569999999999,1128.875,1764.194
2021-12-08,8636.33,1074.87,48428.56,611.586,329.7813,213.213,30.3696,165.56599999999997,196.5601,1120.884,1127.464,1759.828
2021-12-09,8575.05,1074.04,48201.78,614.915,329.3901,213.3105,30.0806,164.2617,195.5913,1121.606,1129.578,1759.52
2021-12-10,8656.99,1070.82,47719.01,610.3919999999999,329.3164,213.3367,30.4434,163.306,196.483,1122.961,1129.754,1759.432
2021-12-13,8578.03,1066.31,48059.18,606.514,329.389,213.4505,30.0548,164.0518,196.8683,1123.785,1134.697,1764.4460000000001
2021-12-14,8514.81,1057.36,47710.4,602.3290000000001,328.9002,213.45,29.7633,162.7152,195.1069,1122.896,1132.392,1765.1960000000001
2021-12-15,8654.14,1060.07,47755.84,598.5880000000001,329.12300000000005,213.4391,29.8811,160.3341,194.2483,1125.6860000000001,1130.4460000000001,1763.5629999999999
2021-12-16,8578.73,1073.17,48773.72,603.387,329.759,213.465,30.2129,165.4088,197.9582,1118.786,1137.511,1759.595
2021-12-17,8490.8,1067.19,47900.08,599.6659999999999,329.5222,213.5035,29.5973,166.1035,198.6958,1122.476,1138.4,1764.2579999999998
2021-12-20,8394.16,1052.44,46880.07,586.904,329.0884,213.4511,29.1919,164.3329,197.5619,1122.9389999999999,1138.222,1765.7579999999998
2021-12-21,8543.83,1067.4,47852.95,593.646,330.2409,213.4424,29.9858,167.6947,196.9124,1125.479,1131.464,1751.8970000000002
2021-12-22,8631.44,1077.25,47927.82,596.739,330.9981,213.4874,30.5369,171.1251,198.3985,1120.025,1133.4089999999999,1740.9479999999999
2021-12-23,8685.27,1087.85,48324.1,601.538,331.4797,213.5406,30.4657,171.6226,199.4444,1120.201,1131.2839999999999,1733.68
2021-12-24,8685.27,1086.73,48297.62,602.024,331.5274,213.5606,30.4657,171.6226,199.4444,1118.655,1131.2839999999999,1733.68
2021-12-27,8805.68,1093.44,48119.53,602.631,332.335,213.6007,31.5152,172.6545,199.1251,1118.655,1131.461,1726.529
2021-12-28,8796.79,1100.24,48778.49,605.284,332.5804,213.59900000000002,31.5598,172.1483,199.3563,1118.655,1131.991,1727.435
2021-12-29,8809.13,1099.06,48569.39,601.294,332.4406,213.5933,31.5779,171.5849,198.7948,1117.019,1127.569,1719.964
2021-12-30,8783.36,1100.73,48375.88,603.693,332.3926,213.6208,31.1584,171.9211,199.7086,1118.514,1129.683,1716.094
2021-12-31,8760.59,1098.69,48375.88,608.266,332.4124,213.6309,30.8922,172.8899,201.3048,1114.562,1130.389,1716.094
2022-01-03,8816.47,1103.75,48375.88,609.014,331.7877,213.6741,31.4764,172.3448,198.1674,1114.562,1118.732,1707.8570000000002
2022-01-04,8811.32,1112.84,49232.92,609.729,331.2987,213.957,31.5698,174.8533,199.7636,1120.003,1116.984,1704.356
2022-01-05,8640.91,1113.59,49283.95,603.702,330.5444,214.1649,32.1162,174.7127,200.9195,1118.011,1112.097,1701.5439999999999
2022-01-06,8633.02,1099.68,47865.37,600.937,329.6465,214.1241,32.3813,173.2019,196.9674,1121.835,1108.622,1693.4620000000002
2022-01-07,8599.15,1095.41,47849.73,605.396,328.7438,214.1073,32.4232,174.1187,197.8701,1117.312,1106.024,1693.2079999999999
2022-01-10,8586.76,1079.24,47849.73,608.44,328.0912,214.0134,32.4585,173.1665,198.0242,1119.128,1104.296,1687.366
2022-01-11,8665.41,1088.34,47419.46,613.76,329.4633,213.9097,33.5661,177.0359,200.1915,1117.366,1107.057,1686.691
2022-01-12,8689.92,1095.38,48332.11,625.77,330.2161,213.9395,34.728,179.5905,201.1593,1109.0819999999999,1109.133,1690.149
2022-01-13,8566.81,1095.13,47867.48,623.859,330.0016,214.0067,33.9246,178.9542,200.5106,1104.87,1110.693,1694.4589999999998
2022-01-14,8573.95,1084.11,47254.46,620.977,329.3103,213.8171,34.5369,177.3135,199.9719,1107.3410000000001,1104.792,1693.866
2022-01-17,8573.95,1091.67,47606.03,619.471,329.4547,213.6685,34.5369,177.3135,199.9719,1110.497,1104.792,1684.55
2022-01-18,8416.38,1081.01,47477.88,613.139,327.7122,213.3325,34.861999999999995,177.8484,199.5212,1115.2269999999999,1095.816,1682.023
2022-01-19,8334.94,1083.52,46150.49,612.2919999999999,328.2398,213.1643,34.6414,181.2566,202.8852,1114.414,1099.069,1676.388
2022-01-20,8243.39,1089.07,46664.13,620.16,327.9629,213.1749,34.1515,185.4977,202.8192,1113.138,1099.412,1685.1889999999999
2022-01-21,8087.53,1069.02,46242.95,614.514,326.6529,212.99400000000003,34.3405,183.8022,201.6319,1114.372,1106.112,1694.4579999999999
2022-01-24,8109.94,1028.39,46354.03,603.582,325.4527,212.5025,34.046,179.3015,202.7422,1119.448,1108.359,1702.3370000000002
2022-01-25,8011.26,1035.67,45586.13,597.798,325.6411,212.0318,34.6418,180.5218,203.9295,1121.4560000000001,1104.029,1699.273
2022-01-26,7999.32,1053.07,45384.49,598.293,325.8241,212.2739,35.5225,182.4112,201.40099999999998,1121.162,1097.3010000000002,1694.6
2022-01-27,7956.62,1059.88,43971.39,588.729,323.4486,212.0095,35.9879,181.02900000000002,197.3334,1133.235,1098.844,1690.279
2022-01-28,8151.01,1049.12,44893.2,588.308,322.3208,211.3915,36.9203,178.91299999999998,196.41,1132.461,1102.106,1686.138
2022-01-31,8305.05,1056.63,45371.48,596.752,322.8829,210.7078,37.6822,177.9874,197.4874,1128.9189999999999,1102.278,1675.3470000000002
2022-02-01,8362.08,1070.1,45500.07,599.61,324.4455,210.6348,37.4573,180.5164,198.048,1124.205,1101.245,1674.132
2022-02-02,8440.93,1074.94,46264.81,599.23,325.2343,210.92,39.3127,180.69400000000002,199.0154,1119.737,1103.998,1668.231
2022-02-03,8235.32,1056.06,45773.67,597.819,323.5988,210.4147,38.3983,181.1504,198.3339,1112.243,1098.651,1653.384
2022-02-04,8278.76,1041.45,46107.51,603.177,321.5688,208.452,38.2441,182.1599,198.7406,1113.126,1089.038,1630.237
2022-02-07,8248.24,1048.52,45786.37,602.304,321.4283,207.0338,37.2898,183.5443,200.2797,1111.754,1090.569,1615.9720000000002
2022-02-08,8317.59,1048.65,45846.27,602.5409999999999,321.7094,207.3633,36.7015,182.9301,200.9503,1114.29,1086.991,1615.245
2022-02-09,8439.07,1066.66,46342.55,612.425,322.8318,208.1319,36.387,187.4434,201.9067,1112.988,1088.859,1617.183
2022-02-10,8286.94,1064.45,46537.82,618.057,320.4695,208.1848,36.3241,189.0464,201.9947,1111.44,1078.481,1613.3829999999998
2022-02-11,8129.96,1058.41,46537.82,612.842,318.39099999999996,207.6391,36.9895,183.7232,202.5114,1115.625,1084.884,1609.39
2022-02-14,8099.14,1039.01,45501.93,603.0219999999999,316.6136,206.8707,38.0021,184.6489,205.5126,1122.7830000000001,1080.4769999999999,1617.638
2022-02-15,8227.5,1053.89,45141.67,607.3290000000001,317.79900000000004,207.0152,37.2673,185.2211,204.0615,1119.646,1077.776,1600.734
2022-02-16,8235.52,1054.37,46141.8,614.825,318.2104,207.4638,38.4537,186.2661,205.7435,1117.7839999999999,1078.618,1605.376
2022-02-17,8061.85,1047.46,45759.48,614.201,317.9913,207.5452,37.6471,187.2304,209.0965,1116.736,1085.191,1615.41
2022-02-18,8004.91,1039.04,45573.3,608.7090000000001,317.9439,207.4367,37.6608,187.2257,208.8546,1119.295,1087.904,1623.649
2022-02-21,8004.91,1025.51,45218.42,602.6419999999999,318.0892,207.2557,37.6608,187.2257,208.8546,1118.947,1087.904,1625.922
2022-02-22,7923.79,1026.22,44443.36,596.307,318.0797,206.5146,38.4646,188.8534,209.6901,1119.267,1085.694,1616.898
2022-02-23,7777.93,1023.38,44443.36,596.437,318.0952,206.7107,38.8391,187.6928,210.0199,1120.0839999999998,1083.616,1615.119
2022-02-24,7894.7,990.4,43638.85,570.747,317.362,204.9833,39.3836,190.24099999999999,211.7679,1138.912,1085.6480000000001,1642.172
2022-02-25,8071.95,1023.28,44510.59,579.2130000000001,320.0051,205.4571,38.4523,189.2146,207.5134,1127.384,1083.146,1628.09
2022-02-28,8052.85,1022.33,44595.18,578.915,320.6738,205.0756,39.3554,189.2691,208.9536,1126.508,1096.855,1633.259
2022-03-01,7928.39,998.11,45129.61,581.452,320.8555,205.48,41.8065,195.1399,213.6918,1133.131,1111.08,1677.275
2022-03-02,8076.39,1007.1,44370.26,577.508,320.95,205.1923,44.5041,199.9463,211.3282,1140.306,1094.935,1684.9489999999998
2022-03-03,8034.66,986.95,44679.99,579.6,320.6984,204.9773,44.018,206.149,212.8233,1140.369,1097.501,1666.425
2022-03-04,7971.3,951.79,43685.09,565.966,319.1829,204.3707,46.9124,214.8233,216.1983,1150.242,1108.647,1690.88
2022-03-07,7736.08,941.31,42400.6,547.4209999999999,316.9611,202.4326,47.9316,239.0475,219.4194,1155.628,1103.97,1691.229
2022-03-08,7680.26,937.02,41676.94,541.87,315.7101,201.7133,49.0622,234.8878,224.6308,1156.893,1093.448,1657.5739999999998
2022-03-09,7878.47,980.89,41553.51,539.57,316.3293,202.0178,44.1725,228.4816,218.5818,1144.021,1086.785,1630.97
2022-03-10,7845.17,965.23,43189.04,545.56,314.851,202.2563,43.2636,230.2673,219.9612,1145.731,1081.011,1625.017
2022-03-11,7743.79,974.42,42302.04,537.21,313.70599999999996,202.2073,44.4886,230.3153,218.2969,1150.656,1080.1660000000002,1614.129
2022-03-14,7687.5,986.13,42545.92,522.08,310.452,202.0756,42.7208,226.024,215.6744,1151.4,1068.014,1596.535
2022-03-15,7852.2,983.37,42610.86,508.14,311.0902,201.3629,40.7449,225.1347,212.2947,1152.644,1066.345,1598.81
2022-03-16,8028.1,1013.66,43309.42,535.2,313.5325,201.9756,40.8638,222.6353,210.0562,1150.113,1061.846,1589.4170000000001
2022-03-17,8127.56,1018.96,44807.7,554.98,316.0964,202.9802,44.0504,220.9351,213.77599999999998,1140.844,1062.8410000000001,1591.5629999999999
2022-03-18,8222.41,1028.28,45101.13,556.01,316.4019,203.4739,44.1925,213.9005,212.2069,1145.4,1066.162,1595.3029999999999
2022-03-21,8219.14,1028.74,45101.13,552.23,315.347,204.0975,46.2364,208.6855,212.3057,1144.606,1050.6689999999999,1581.9820000000002
2022-03-22,8312.04,1037.58,45768.01,560.25,314.7958,204.1424,46.8986,202.75400000000002,211.4169,1147.86,1046.072,1561.733
2022-03-23,8210.36,1027.22,47139.92,564.94,315.0603,204.2842,48.7568,214.8706,213.1616,1149.856,1050.1580000000001,1567.511
2022-03-24,8328.63,1025.36,47258.88,563.09,315.2126,204.0797,48.5706,220.3209,215.9158,1150.417,1047.861,1558.9679999999998
2022-03-25,8370.86,1026.78,47325.2,557.23,314.2464,204.0016,49.3045,217.1183,215.0489,1151.774,1033.453,1554.993
2022-03-28,8430.68,1028.32,46979.45,557.19,314.2979,203.9331,46.738,213.5657,213.392,1156.829,1035.068,1542.786
2022-03-29,8534.02,1046.29,47498.15,563.0,317.1187,204.38099999999997,45.6119,208.7555,210.4622,1144.887,1041.537,1533.684
2022-03-30,8480.92,1042.1,47522.61,569.564,317.6371,204.6858,47.3476,213.8402,212.7665,1138.652,1044.629,1520.878
2022-03-31,8348.57,1032.53,47173.86,565.84,317.8605,204.8576,45.6577,212.0261,214.4125,1140.932,1047.241,1541.2579999999998
2022-04-01,8377.04,1038.24,46910.28,567.86,317.0874,204.9118,45.8731,213.8376,211.0877,1149.425,1040.532,1544.109
2022-04-04,8444.86,1046.96,47029.8,575.716,318.0781,205.1934,46.973,215.3357,212.2179,1151.661,1039.069,1559.9360000000001
2022-04-05,8339.81,1048.99,47117.14,573.325,316.5645,205.2744,47.2613,215.0885,211.5046,1155.789,1026.892,1548.392
2022-04-06,8258.79,1033.04,46375.01,566.349,314.1545,204.7755,45.8164,213.8254,211.0218,1158.895,1024.485,1527.953
2022-04-07,8294.65,1031.42,45592.1,558.24,313.3793,204.3787,46.2266,211.7507,212.6349,1160.613,1023.044,1529.023
